2013-06-03 20:00:00,-0.0117731543
2013-06-04 20:00:00,0.002515195
2013-06-05 20:00:00,0.0019228536
2013-06-06 20:00:00,-0.0069763444999999995
2013-06-07 20:00:00,-0.0079239793
2013-06-10 20:00:00,0.0040335686
2013-06-11 20:00:00,-3.9743e-06
2013-06-12 20:00:00,-0.0014610235
2013-06-13 20:00:00,0.0045271155000000006
2013-06-14 20:00:00,0.0015186098
2013-06-17 20:00:00,0.0022362983
2013-06-18 20:00:00,0.0003713468
2013-06-19 20:00:00,-0.0025824897
2013-06-20 20:00:00,0.0111492028
2013-06-21 20:00:00,-0.0053531166
2013-06-24 20:00:00,0.006743984399999999
2013-06-25 20:00:00,0.002572449
2013-06-26 20:00:00,-0.0008733857000000001
2013-06-27 20:00:00,-0.00020387330000000003
2013-06-28 20:00:00,-0.0015997218
2013-07-01 20:00:00,0.0002636804
2013-07-02 20:00:00,-0.0021486838
2013-07-03 17:00:00,-5.76917e-05
2013-07-05 20:00:00,0.0017631929
2013-07-08 20:00:00,-0.0012877911
2013-07-09 20:00:00,-0.0005925746
2013-07-10 20:00:00,0.0026490819
2013-07-11 20:00:00,-0.0021245557
2013-07-12 20:00:00,0.001169387
2013-07-15 20:00:00,-0.0017329475
2013-07-16 20:00:00,0.0031121539
2013-07-17 20:00:00,-0.0009076835
2013-07-18 20:00:00,-0.0007375939999999999
2013-07-19 20:00:00,0.00017187
2013-07-22 20:00:00,0.0015099885999999999
2013-07-23 20:00:00,-0.0021419341
2013-07-24 20:00:00,0.0016743665
2013-07-25 20:00:00,-0.0005894921
2013-07-26 20:00:00,-0.001613251
2013-07-29 20:00:00,0.0013896552
2013-07-30 20:00:00,-4.877420000000001e-05
2013-07-31 20:00:00,0.0016484379
2013-08-01 20:00:00,-0.0027873828000000004
2013-08-02 20:00:00,0.0009015922
2013-08-05 20:00:00,0.0005306593
2013-08-06 20:00:00,9.6708e-06
2013-08-07 20:00:00,-0.0013143279
2013-08-08 20:00:00,-0.0029068314
2013-08-09 20:00:00,0.0020157539
